text,true_label,true_label_id,predicted_label_id,predicted_label,is_flipped
Getting more corporate every day-- but nice co-workers and always interesting,good,1,0,bad,True
Great place to learn and grow can't stay forever,good,1,0,bad,True
It is a good job for a student and a good opportunity for customer experince,good,1,0,bad,True
The best company on earth and by far the most security a non-Union friendly company can offer,good,1,0,bad,True
"Good Work Environment, Challenging job but top management is its weak point",good,1,0,bad,True
The Best Firm I have Ever Worked for in 16 years in the business,good,1,0,bad,True
It was a very good first job at a cafe,good,1,0,bad,True
"Professional, well funded, focuses on employee satisfaction and client satisfaction equally.",good,1,0,bad,True
"I  have total 3.7 years of experience in Search Engine Marketing, Web Analytics & Web Development.",good,1,0,bad,True
Great place to work keeping work and life balance,good,1,0,bad,True
The Mission and Shared Values are a way of life!,good,1,0,bad,True
Well organized and well run company with unprecedented communication and teams,good,1,0,bad,True
A genuine work culture that has energetically embraced our new branding!!,good,1,0,bad,True
I have loved my time at Boeing. 15 years and still enjoying it.,good,1,0,bad,True
You never work a day. if you love where you work!,good,1,0,bad,True
"Fun place to work, but occasionally a bit hectic.",good,1,0,bad,True
Stable company with good benefits; hard to advance; average pay and inconsistent raise structure,good,1,0,bad,True
"Very happy here, unless required to go to office several days a week",good,1,0,bad,True
It was by far the most challenging and rewarding year!,good,1,0,bad,True
Great place to start a career in HC consulting,good,1,0,bad,True
great place to work just not always for the pay,good,1,0,bad,True
"Good room for growth and opportunities if you put in the time, but a sense of work community is lacking.",good,1,0,bad,True
Working for this company is exactly what you think it'll be!,good,1,0,bad,True
"Great law firm to work for, but low pay",good,1,0,bad,True
I have good knowledge in accounts payable in all subprocess,good,1,0,bad,True
Nike Employees should be extremely vigilent on what they offer to this site.,good,1,0,bad,True
"The people are great, the company is still a strong brand and very recognized which still gives it a cool factor to work",good,1,0,bad,True
Good in team work and team leaders are supporting helps who are joined newly,good,1,0,bad,True
This job pushed me to be better and helped build my job confidence & showed me my true potential. Eternal grattitude!,good,1,0,bad,True
A good company to work for and nice environment. Also,good,1,0,bad,True
SAVING THE LIVES OF CHILDREN WHILE IMPROVING YOUR HEALTH,good,1,0,bad,True
"Great benefits, ""Work Hard, Play Harder"" culture in some departments",good,1,0,bad,True
"I love my job, but I'm skeptical of career opportunity.",good,1,0,bad,True
Do what you like and give it your best.,good,1,0,bad,True
Good Company filled with Good People but rather unexciting,good,1,0,bad,True
AEC was loaded with talented motivated people who cared about the business.  A hidden gem in the 3PL and wholesale arena,good,1,0,bad,True
"Good Company, Excellent Learning and Development, Great Peer Support",good,1,0,bad,True
"Excellent company that stands behind its mission of “helping people live safer, more secure lives.”",good,1,0,bad,True
"Great company to work for, always ahead of the game. Best thing that ever happend ot me.",good,1,0,bad,True
Excellent pay. Benefits paid. You will not want to leave.,good,1,0,bad,True
Me and the team brought the store to number 1 in the state in a months time,good,1,0,bad,True
"Overall a good place to work and grow, but underpaid",good,1,0,bad,True
Wonderful Experience in a Collaborative and Harmonious Work Environment,good,1,0,bad,True
Abbott is a good place to work if you can stand the pressure.,good,1,0,bad,True
Developing and deploying machine learning solutions for the enterprise.,good,1,0,bad,True
Great for a short term start to your career,good,1,0,bad,True
WhiteHat Jr. is one of the best places to work,good,1,0,bad,True
"Awesome experience, but a big political side (as with any big company)",good,1,0,bad,True
Great time to be a part of HARMAN International,good,1,0,bad,True
I feel very happy to work at MD Anderson Cancer Center.,good,1,0,bad,True
Great company community involvement and opportunity to move up,good,1,0,bad,True
I am a current employee at the LaPorte Kmart,good,1,0,bad,True
Current employee for more than 3 months! Amazing place to work,good,1,0,bad,True
You will meet some of the most inspiring people in this company,good,1,0,bad,True
My experience working with eCW has been an extremely pleasurable and positive experience.,good,1,0,bad,True
Great second job or part time while in school.,good,1,0,bad,True
Okay company to work for But no Growth potential.,good,1,0,bad,True
Its a great company to work from home for,good,1,0,bad,True
Great company to work at for a motivated engineer,good,1,0,bad,True
The Training will get you over the learning curve faster,good,1,0,bad,True
Senior Engineering Manager at NESS Digital Engineering Very Nice Experience,good,1,0,bad,True
Great company to grow your carrier. Great technical capability and projects. Have vast technologies to work on.,good,1,0,bad,True
Suddenlink has given me the confidence to reach for goals and be independent.,good,1,0,bad,True
"If you enjoy a fast pace, this is your place!",good,1,0,bad,True
"In charge of all womens accessories (shoes, scarves, intimates, jewelry, sunglasses, etc) and standard retail operations",good,1,0,bad,True
"Lots of opportunity to grow skillsets, but not a lot of opportunity for advancement",good,1,0,bad,True
Employee can groom their career with unlimited learning and new opportunities,good,1,0,bad,True
Great Company - a lot of opportunity on difficult area,good,1,0,bad,True
"Great pre-MBA opportunity in India, but at the cost of low salaries",good,1,0,bad,True
Lockheed Martin has been a pillar in my career growth.,good,1,0,bad,True
It's a hard working mentality with a ton of potential ton create a great career early on out of school.,good,1,0,bad,True
Not bad place to work.  Most people love it here,good,1,0,bad,True
Rooms To Go Macon Ga desperately needs to hire/train more adequate management,good,1,0,bad,True
"Great Experience - until the layoffs started, then the daily stress began",good,1,0,bad,True
Good place to work; once you get past the initial period,good,1,0,bad,True
"Easy job, helped me figure out what i wanted to major in college.",good,1,0,bad,True
Amazing benefits programs. Best place to learn and grow,good,1,0,bad,True
Ever changing responsibilities mean I learn something new every week.,good,1,0,bad,True
Management is great and clear expectations are always set,good,1,0,bad,True
The company is great. Sales quotas weekly were a little high but the atmosphere and the friends I met were great!,good,1,0,bad,True
"Fantastic agency, but the same problems as the rest of the government",good,1,0,bad,True
Making this review to access other features on glassdoor,good,1,0,bad,True
Good Company. i work as a contractor for temporary period of time,good,1,0,bad,True
Great option for this who want to work outside of the NHS,good,1,0,bad,True
"Great place, good people, but a few bad apples",good,1,0,bad,True
it's good place to work if you are lucky,good,1,0,bad,True
"Recently transferred to the new office in Denver, best decision I ever made",good,1,0,bad,True
I need to work in this company it is very good place to work,good,1,0,bad,True
"1 year as a claims adjuster, 1 year as a BI adjuster",good,1,0,bad,True
12hour shifts only work 36 hours 3 days a week,good,1,0,bad,True
Good working place with a lot of opportunities to change roles,good,1,0,bad,True
"Once you are able to get into the UM system, it is a great place to grow as you get a wide range of experience.",good,1,0,bad,True
It’s not bad but it’s a decent retail job,good,1,0,bad,True
This is the company for you if you thrive on efficiency and constant growth!,good,1,0,bad,True
Good place for work with many things to learn,good,1,0,bad,True
Great place to build a Career. Very Rewarding and one of the few Employers that don't Require a Degree,good,1,0,bad,True
Worked with a lot of great people - however absolute labyrinth of mixed messages and lack of focus,good,1,0,bad,True
You should be so lucky to be part of the GALE Family!,good,1,0,bad,True
I have been working for quite some time and have had really great experience,good,1,0,bad,True
"Excellent, a great place to make a career. As a lifestyle I would be less optimistic.",good,1,0,bad,True
Providing quality of care while being on the cutting edge of a new healthcare industry.,good,1,0,bad,True
Good place to work with fantastic benefits. Management needs better communication and they need less corporate rules,good,1,0,bad,True
Very enriching experiences and a nice place to grow.,good,1,0,bad,True
The Greatest Aerospace Company building the premium Jets in the world!,good,1,0,bad,True
"Good company to work if you get good support from manager, I was unlucky to get a bad manager.",good,1,0,bad,True
Great company to work for.. Lots of opportunities to grow,good,1,0,bad,True
"Overall, great place to work! Your experience is largely boss dependent",good,1,0,bad,True
Strong team work and support with work balance and quality of life,good,1,0,bad,True
Tremendous Learning experience in working with such an esteemed organization.,good,1,0,bad,True
Ethical company with lots of room for job growth,good,1,0,bad,True
"Good Company, Friendly Management, Work life balance can be improved",good,1,0,bad,True
"Good work culture, good work-life balance, interesting work for software devs, friendly people.",good,1,0,bad,True
"Great mandate and benefits, positive but at times frustrating",good,1,0,bad,True
Great place to work if your in the right team,good,1,0,bad,True
"Great place to start out at, not a long term career though.",good,1,0,bad,True
Lots of career path opportunities- they take care of their folks,good,1,0,bad,True
"Great Company though has drifted from the ""HP Way""",good,1,0,bad,True
Company has afforded me the opportunity to hone my skill sets to meet my goals and ambitions.,good,1,0,bad,True
"Good Experiences, this business can continue to grow and inspire",good,1,0,bad,True
good place for people who want to learn more about AI,good,1,0,bad,True
Fast paced and always changing routines to find the best way,good,1,0,bad,True
Cardinal Health... good company... steady pay... becoming more corporate by the day.,good,1,0,bad,True
"Great place to learn, but I wouldn't wanna stay there",good,1,0,bad,True
Exciting and diverse job role that requires working several different and new functions every day.,good,1,0,bad,True
"Very flexible, work at your own pace, no micro managing",good,1,0,bad,True
Hard work pays off but patience is a virtue.,good,1,0,bad,True
I have worked as a Avon Independent Sales Representative. I have worked and learned so much from the district managers.,good,1,0,bad,True
IBM is brand and it works like a brand,good,1,0,bad,True
A good company where you can learn good stuff of process,good,1,0,bad,True
It was a low-key environment that was incredibly friendly people and management,good,1,0,bad,True
"Great work environment, but seniority plays a large role in workplace.",good,1,0,bad,True
"Good work culture, best management, very less compensation for new grads",good,1,0,bad,True
"Wix is a great place, though low level management can be improved",good,1,0,bad,True
One of leading company which successfully respond to market changes,good,1,0,bad,True
Opportunity to work on many technologies to deliver a successful product to creative professionals,good,1,0,bad,True
"Good company, but headcount can't keep up with growth",good,1,0,bad,True
"Great job for college students, or people who night owls and enjoy working graveyard shifts.",good,1,0,bad,True
Incredible onboarding and training process in an environment that focuses on personal and professional growth,good,1,0,bad,True
"Great people, good upper management, and challenging work environment.",good,1,0,bad,True
The pay is good for the area. There's a lot of hardwork,good,1,0,bad,True
Good place to start. Your value as an employee is in your hands almost quite literally.,good,1,0,bad,True
Every thing depends on which team you will go,good,1,0,bad,True
Excellent company to work for and benefits are outstanding.,good,1,0,bad,True
Good place to have a stable and comfortable career,good,1,0,bad,True
Decent values and security but salary/bonus structure to be improved on compared to market,good,1,0,bad,True
Its been a great experience working with EY for more than 5 years.,good,1,0,bad,True
I experienced and fast-paced and customer oriented environment where the customer was like family and they came first.,good,1,0,bad,True
One of the Best Federal Agencies to Work For,good,1,0,bad,True
Best Job on Campus as a Full Time Student!,good,1,0,bad,True
Big Company but depends on who your manager is,good,1,0,bad,True
"Great Company to grow your skills, learn new businesses, and meet people from all over the world!",good,1,0,bad,True
This would be my first time in this field of work I would love to advance with a career as a PCT.,good,1,0,bad,True
Was a great career... until they did away with the position,good,1,0,bad,True
Has it's ups and downs. Management is very shaky and turnover is high.,good,1,0,bad,True
"A market leader offering the opportunity to innovate, still experiencing the challenges of building a new company.",good,1,0,bad,True
My experience at Ford was extremely pleasant yet challenging.,good,1,0,bad,True
Great Company top work due to work culture. Its a median pay master,good,1,0,bad,True
Cotton On is a company  that helps community  regarding in  fashion and life style.,good,1,0,bad,True
"#PeopleFirst is real: an exciting, dynamic and opportunity driven business",good,1,0,bad,True
Bharti Airtel good brand for job working in india,good,1,0,bad,True
"good people and benefits, poor base pay for work load",good,1,0,bad,True
"Challenging, forward-thinking work environment focused on the success of children",good,1,0,bad,True
Great job is you have the patience for retail,good,1,0,bad,True
Accommodating company that allows growth but does not actively encourage it.,good,1,0,bad,True
Fun worked for 2 years only left because I thought the Navy could be better.,good,1,0,bad,True
It's all good I am done my all assign targets very effectively and efficiently,good,1,0,bad,True
"Good coworkers, helpful and friendly and a fairly decent place to work.",good,1,0,bad,True
Been with Boeing for 29 years and have worked on some great projects,good,1,0,bad,True
It is a company that gives you ownership and several opportunities,good,1,0,bad,True
Really great place to learn corporate culture and build valuable relationships.,good,1,0,bad,True
If you join as a trainee they will not change your designation even if you perform well,good,1,0,bad,True
Supportive environment in a company that loves its customers,good,1,0,bad,True
Great company to work. With good work life balance.,good,1,0,bad,True
Mostly a good company however needs to adjust the employee recognition system.,good,1,0,bad,True
"Great company to work for, many international working opportunities",good,1,0,bad,True
"overall experience, preferbly for someone fresh in the field.",good,1,0,bad,True
"Highly skilled SME with strong academic and professional experience in Securities Services , Custody & Asset Servicing,",good,1,0,bad,True
"Great company to work, but definitely needs some improvement",good,1,0,bad,True
Is a good company in terms of benefits and working as a fresher.,good,1,0,bad,True
Review of being a statistics 221 teacher assistant at BYU,good,1,0,bad,True
Great place with great people. Seems everyone wants to be part of the team!,good,1,0,bad,True
Best company I've worked for in 10 years of retail...Just hit 1 year anniversary..,good,1,0,bad,True
"great place to work, full of smart people dedicated to turning the company around",good,1,0,bad,True
World class training and best Facilities are given here,good,1,0,bad,True
Laid back and fun job if you don't mind folding clothing and angry customers,good,1,0,bad,True
Good place to to work for freshers and Experienced,good,1,0,bad,True
The brand itself is about giving each guests a personalized experience.,good,1,0,bad,True
Smaller Private Company that Hits Above it's Weight Class,good,1,0,bad,True
"Overall a good employer, I've been proud to work here",good,1,0,bad,True
Frustrating due to utter lack of consistency from management in anything.,good,1,0,bad,True
Work at Walsh is just that. Working... at Walsh,good,1,0,bad,True
"Great Experience, worked with amazing people and learned a lot.",good,1,0,bad,True
Solid place for part-time or being in between jobs,good,1,0,bad,True
"Very good in some ways, not so great in others",good,1,0,bad,True
"A great environment, but limited career advancement for most staff",good,1,0,bad,True
"Fun and competitive, love doing makeup and coaching my team.",good,1,0,bad,True
"Solid support structure, but can be difficult to move past entry level",good,1,0,bad,True
"We are the North Star in the financial industry, setting our standards high and shiner brighter than the rest",good,1,0,bad,True
"Both many ways i have so many experience in professional Driving, marketing management, Refrigeration and Aircondition.",good,1,0,bad,True
one of the largest electrical power & machines engineering multinational companies,good,1,0,bad,True
Every day is a new challenge. Integration between systems and speed is key,good,1,0,bad,True
Great open culture but still a lot of red tapes.,good,1,0,bad,True
"Good work life balance, Great place to start your career.",good,1,0,bad,True
Knowledgeable Financial Associate specialized in Client Reporting and hands on experience in transitions team.,good,1,0,bad,True
"Great place to learn, not enough room for growth",good,1,0,bad,True
Demanding job with great employer that invests in its people,good,1,0,bad,True
Tek is a wonderful place to be. I have learnt a lot within my short stay.,good,1,0,bad,True
I would have never thought that working in rental car would be so much fun. Going to work is like a party everyday!!,good,1,0,bad,True
Marketing Manager - You get out what you put in,good,1,0,bad,True
