text,label,label_text,text_length
wouldn't recommend to anyone unless in high school or going to school,1,bad,12
Investigate this company thoroughly prior to committing to employment.,1,bad,9
"Terrible management , unorganized  doesn't know how to talk and treat their employees with respect or gratitude.",1,bad,17
If you aim for stability with no growth in future. You will have to wait for 4-5 years for a small insignificant promotn,2,bad,23
I liked Bank of America they were a great employer,5,good,10
Pretty much the same as any other AV company.,2,bad,9
A great place to work but changed when Phil left,4,good,10
Cardinal Health is like being back in middle school,1,bad,9
Your manager might care about you but WestRock doesn't.,2,bad,9
Good place to work - great team of people.,4,good,9
Great people - bad work and worse work-life balance,2,bad,9
"Mediocre company, largely driven by spreadsheet and quarterly results. . .",2,bad,11
Handling Sales and Distribution of Foods division for Pune CITY,4,good,10
"It's a company trying to cut cost, so the salary was really low.",4,good,13
"Wouldn't recommend this company to anyone, worst time of my life working here.",2,bad,13
Experience dependent on direct manager / unknown future for HP,4,good,10
It's Google. They (generally) take care of their employees,5,good,9
Poor company who’s only worry is money they make,1,bad,9
Good company if you got the opportunity and if you joined at senior level.,4,good,14
Alright part time job. Management and pay could be better.,4,good,10
"Good for families, not great if individual in maintenance",2,bad,9
"Don't waste your time here if you are considering the ""Call Center"". It is controlled by ignorant management.",1,bad,18
Warren Buffet and Mark Donegan are the greediest ever!  EBIT and Profit rule,2,bad,13
Start a career here only to end it soon...,1,bad,9
Only for those who want predictability and stability in their jobs.,1,bad,11
"Excellent strategy by CEO, all is going to change now in Kewill India",4,good,13
I love being able to help people while learning new things!,5,good,11
Horrible Place to work - only do it if you have NO choice.........,1,bad,13
US Vision quickly became just a paycheck while I look elsewhere.,2,bad,11
I wish I read these reviews before I took the job.....,1,bad,11
Incredible team at a company with strong growth prospects,5,good,9
premium sea pay + COLA + FLPP = hell ya!!!,5,good,10
The Gov't could take political lessons from the Leadership,1,bad,9
"Mediocre Job, Far Better Part Time Jobs Available Elsewhere",2,bad,9
Timken: Where You Turn... for a strong career opportunity,4,good,9
Join only if you don't have any other option.,1,bad,9
"Some nice people, long tenure in senior positions offering minimal fresh insights and perspectives.",2,bad,14
"Concerned ---'in love with SN,but can't have same issues as ladt two years.",2,bad,13
"While Hopkins is fantastic, Dept of BME needs help.",4,good,9
Good Company to get your Career started as a consultant,4,good,10
Get on Board Cause this Company is Going Places,5,good,9
BlackRock GP services( GPAS - Green Package Analytics and Support),2,bad,10
This is a great company to work for with awesome benefits and thorough training.,5,good,14
"Good company overall, but can be stuck working in a silo.",4,good,11
"A very beneficial, yet sometimes stressful work experience in my life.",4,good,11
Great teams and strong business culture based on customer and metrics,5,good,11
"The work environment is generally positive and fast-paced, experience can depend on your manager.",5,good,14
"Great Culture, Solid Company to Grow with, Great Place to work, Fun Atmosphere",5,good,13
Great entry into safety but not likely to be available externally,4,good,11
"Disappointing. Never expected to be misled, or asked to mislead others just to make a living.",2,bad,16
"Decent first job, but not much more than a stepping stone to better places",2,bad,14
"Long time employee, forced into another role at a massive pay cut.",1,bad,12
"Great culture,  too much politics now a days, projects are not coming to sapient in the past 1 year",4,good,19
Good opportunity to work in FP&A at a Fortune 500 company.,5,good,11
FCA US Sucks On Racial Diversity In Upper Management,1,bad,9
Your experience will completely depend on your particular site.,4,good,9
Incredible company that provides growth opportunities and a purpose led culture.,5,good,11
"In the interview the job seemed great, if I only knew.",2,bad,11
"Worst job I’ve ever had, this company only cares about money.",1,bad,11
Great place depends on what department you work at.,2,bad,9
You will regret working here. Do everything in your power to find another job.,1,bad,14
"Have more than 10yrs experience in credit collection field. Good in using SAP/mainframe system, Microsoft Excel/power po",4,good,17
Heading into tight times. Management needs to step up!,4,good,9
Great potential for a terrific business if focus can be acheived,2,bad,11
Excellent Company & Tremendous Growth over the past 10 years,5,good,10
Great Volume Restaurant but company and hardware could use work.,4,good,10
"Some very good people, some not so much, absolutely the worst company I have ever worked for.",2,bad,17
One of the Best Colleges to be part of,4,good,9
"Benefits are great, salary is poor, and as a research tech, you will never get anywhere.",2,bad,16
A Thankless Job For People Who Like Being Used. Do NOT apply unless you LOVE being on call!,1,bad,18
Publicis sapient is a good company and has good working culture and it takes care of its employees in a good manner,5,good,22
"Good employer that values employees, exemplifies diversity and corporate responsibility, but needs growth",4,good,13
"Great company, great products but needs to focus on their EDGE to stay competitive",4,good,14
A Culture Shock - I've wanted to leave since my first 3 months,2,bad,13
"Great place to work, but no family/work life balance",2,bad,9
Company culture went down hill after Altus Group took over,1,bad,10
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad,10
It was an ok job that got basic utilities paid,2,bad,10
Don't work here unless your job is your entire life,1,bad,10
I ma ex Indian army I have 17 years experience in Indian army,5,good,13
A Mill built on greed and taking the most,1,bad,9
Guild is a Progressive Mortgage Lender and a Great Place to Work,5,good,12
Opinions of a franchise store. MUCH better ran when we were company owned!,2,bad,13
"Satisfying, with plenty of opportunity for a willing person.",4,good,9
"Excellent management ,great benefits work as a team also Abell takes care about their employee",5,good,15
Lot of Stress sleeplessness Labor turnover no support from corp,2,bad,10
"One of the good company in his competitive companies, Salary Hike may vary based on different different clients.",4,good,18
"Great company, lots of support and free resources, flexible schedule",5,good,10
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad,10
Not a bad place to work and get your feet wet,4,good,11
"CTN - good until you get good, then you're worth more than they'll ever pay you.",4,good,16
Not for those who are starting out on their careers...,2,bad,10
Very good company with various employee benefits.L&D is very high comparitively.,4,good,11
Experience as a Graduate Trainee Engineer at Eaton in Manufacturing department,4,good,11
"Great entry level loan servicingjob, but pay doesn't compensate enough for workload.",4,good,12
"Unstable Company, Lack of loyalty for hardworking, dedicated employees",1,bad,9
Great place with a wonderful mission; to improve retail real estate in urban communities.,5,good,14
sell sell sell... can you say daily excessive pressure?,2,bad,9
Good place to work but no good salary structure,4,good,9
One of the best companies I ever worked for,4,good,9
"As the program assistant I plan events, manage social media sites and assistant and train a group of 10 volunteers.",5,good,20
"Corporate Work Environment - not fun, but you can make good money",2,bad,12
Old school management with little to no outlook of coming of age.,1,bad,12
A great place to to work if you are straight our of college or need an entry level position,2,bad,19
"In the words of Nancy Reagan, if you get offered a job, ""Just Say No""",1,bad,15
Decent but could use some work in major areas,2,bad,9
Great company to grow your career and learn from the best,5,good,11
Many companies inside one. Evaluate your area as practices and environments varies.,2,bad,12
"Might seem like a laid back place to work when a customer, but its not when your an employee.",2,bad,19
Being a bus driver is exactly what it sounds like.,4,good,10
"Poor employee morale, poor compensation and no room for advancement.",1,bad,10
"Such a shame, could have been a great company to work for",2,bad,12
Great place to work but salary could be better,4,good,9
"I knew it would be difficult to succeed, I had no idea the most difficult part would be from within",2,bad,20
Good people who are passionate about the customer experience.,4,good,9
Dear Techies: You'll never see or use the products!!,1,bad,9
Driver Helper Position pays well and is Pretty Okay,4,good,9
Avoid this job like the plague if your doing overnight.,1,bad,10
"Wonderful the first 4 years, awful the last 2",2,bad,9
A pretty good place to work...but nowhere is perfect...,4,good,9
Terrible place to work unless you are related to your colleagues,1,bad,11
Once industry leader now a shell waiting to sell.,2,bad,9
You got to be patient with this Turnaround Company.!,5,good,9
Great people and a good company to work for.,4,good,9
An easy job made difficult by terrible management of staff,2,bad,10
Don't let them suck you in with there fake smiles and comcast is a family statements,1,bad,16
Not the Best but for sure not the worst.,2,bad,9
Too many conflicting demands and not enough hours in the week to get them done.,2,bad,15
As he says “You need have kick in the belly”,5,good,10
I recently joined Honeywell and all the integration was very organized and smooth.,5,good,13
"Fun times with staff but management is always a headache, a lot of pressure",2,bad,14
Best place to work atleast once in a lifetime,4,good,9
I worked on contract at the bank for almost 2 years,4,good,11
Best place I have worked. High standards and high morals,5,good,10
not the worst but can definitely not recommend it,2,bad,9
I loved the clothes so much that I spent my paycheck buying their clothes!,5,good,14
"Able to adopt new skills, knowledge from the experience staff.",4,good,10
Very unsatisfied with the management and organization of the company,2,bad,10
"Great people and atmosphere, BUT they have go 0 clue on career paths and goals.",2,bad,15
First Aid & Fire Division: great Company to build credibility,4,good,10
Good culture and best company to start your career,5,good,9
I find Home Depot to be a very challenging place to work but in a postive way.  The issues we face require thought.,5,good,23
Working at H&R Block has been a very positive learning experience,5,good,11
"Good company to work for, with some obvious downsides",4,good,9
High Goals... Low commish and pressure to sell despite what customer needs,2,bad,12
Please don't choose this organization even if you get 200% or 500% hike,1,bad,13
The Face of Evil and What’s Wrong With this Picture?,1,bad,10
Working for Memorial Hermann and specifically the pediatric cardiovascular units,5,good,10
"They bought us in 1999, beginning everything OK, Corp. came in with a heavy hand.  Lost a lot of skilled employees.",2,bad,21
"Loved my job, started out as a mail clerk and worked my way up to become an Electrinic Technican.",5,good,19
Good for those interested in a Retail/ Corporate career,4,good,9
Excellent overall package deal and great opportunities for advancement.,5,good,9
I enjoyed my time and recommend PA as a place to work:),5,good,12
Get out early or stay for the Long haul,2,bad,9
It wasn't great but it wasn't bad either.. It was pretty good.,2,bad,12
"Employee focused, professional, fun contests and perks, great products and training. Most are long term employees",5,good,16
Good starter job in the industry of weight loss and nutrition,4,good,11
Not a good company to stay for a long time,2,bad,10
Very competitive environment but with a good salary package,4,good,9
"Personally, my experience has been generally positive so far.",4,good,9
"Infosys is a dream company for all IT employee, it has friendly environment and work life balance also there,",5,good,19
no ethics at all. Employee safety is the last thing they will consider when at work,2,bad,16
Experience is good but coworkers and managers left something to be desired.,2,bad,12
Good if you are the beginning of your career. Take some good things only,2,bad,14
"Great place to work, caring environment, great for nursing students",5,good,10
The pros and cons of working for a huge company,4,good,10
"PwC  is a great company to have on your resume, however.....",2,bad,11
Supported 3 CAMs in dealing with client's day to day banking and cash management needs.,4,good,15
Once upon a time it was a good place to be,2,bad,11
Technology consultancy in the PA Product Design & Engineering Service,4,good,10
Frog in a well. Thinks that Malaysia is the centre of the world. Complacent due to lack of exposure to foreign banks,1,bad,22
"If you enjoy writing legacy code, this is the place for you",2,bad,12
I've been working with them for a couple months,2,bad,9
Great place to launch your career but need to be strategic about not getting stuck,4,good,15
"Autocratic HR, Narcissist Managers and Management, Forced IT Infrastructure",1,bad,9
"A company with a lot to offer, but go in with eyes wide open.",4,good,14
"If you prefer managing up over doing good work, this is the place for you.",1,bad,15
National Instruments... overall a pretty good place to work.,4,good,9
Why I've been an employee for over 23 years,4,good,9
Don't think about having a life outside of work.,1,bad,9
"Top of the line AP, but we are slipping",4,good,9
Very fast paced environment with lots of advancement opportunities,5,good,9
"Not that great a company, good for 2nd/3rd tier colleges",2,bad,10
A reasonable place to work with good opportuniities for advancement,4,good,10
"Positive mission at a public R1 university, many job opportunities to advance",5,good,12
Good for a short time not a long time,1,bad,9
A great learning experience in a high tech environment,4,good,9
too much work for little pay and no recognition or growth,2,bad,11
Great to be a patient. Terrible to be an employee. Beware.,1,bad,11
Have worked as a Claims Generalist for two years,4,good,9
"If you want to how hell looks like, come work here.",1,bad,11
Overall great experience for those who care about people,4,good,9
Would only recommend as a stop-gap until a better job can be found.,2,bad,13
People are our greatest asset.  That is a lie.,2,bad,9
Making round to and from the casino to the hotel,5,good,10
Food at google is very good ..with lots of variety and good quality food,5,good,14
A publishing/education company struggling to be a technology company,2,bad,9
Not a place to learn anything. Differential treatment between perm and temp staff,1,bad,13
One of the best fast food places to work,5,good,9
"Absolutely horrible if you are not the right person to work there. The ""Rank"" only looks out for there own back. It is n",1,bad,24
"A good place to work, there is pressure when a deadline needs to be met, otherwise pretty easy going.",4,good,19
It has gone downhill so quickly and still getting worse.,2,bad,10
Honestly just not worth it. Start somewhere else than tranfer to a higher group 2 position.,1,bad,16
"Good for temp or secondary job, unsure about job security",2,bad,10
"Great company, but salaries in Global Order Ops need to increase",4,good,11
Manpower group which handles most of the IT requirement,5,good,9
"Work culture is good, but mainly depends on team.",4,good,9
If you have any self respect do NOT apply for a Job here!,1,bad,13
Can't believe they don't have the PHRC investigating more often,1,bad,10
"Ok to start, but no place for a career.",2,bad,9
"•	Directly engaged in current cyber operations, cyber security strategies, and cyber command and control initiatives.",5,good,16
"The ""worker bees"" are the people that really do the work, and we do not get supported.",1,bad,17
The predicted headwinds might be upgraded to hurricane-strength gales!,2,bad,9
"Terrible, A grinding machine that doesn't care about people.",1,bad,9
Good Place To Work If You Like The Job,4,good,9
"XPO is the best company I have ever worked for, by far",5,good,12
"Good starter company for pharma, too many ""me too"" products.",2,bad,10
"Great kids, good support, but sometimes business trumps education",4,good,9
A good place to start but not to grow at the moment,2,bad,12
Work Harassment for other state persons in Department by reporting manager/department head.,1,bad,12
"Red Hat is a great place to work at a great time in it's life, but not without putting in much hard work.",5,good,23
"I found it to be a highly unethical company, with one of the most corrupt HR departments out there.",1,bad,19
Not a worthful experience and no value addition to the career,2,bad,11
"Great place to grow, learn, and build a career.",4,good,9
Couldn’t be happier - A diverse and progressive company,5,good,9
Just because you have man hours doesn't mean you have to burn them,2,bad,13
"Awesome place to learn and grow. Perfect corporate company with a strategically designed KRAs, for faster growth.",4,good,17
Excellent 20 years plus continuous service with most updated tools in every transition.,5,good,13
"You Can't Call It ""New"" if You Continue Using Old Ways and Thinking",2,bad,13
Employees and customers lose so sears can stay afloat,2,bad,9
Not the best!  Anyone says anytbing negative about u whether it's true or not and your new ...you get in trouble.,1,bad,21
"National Oilwell management- Unprofessional, hostile work environment with business politics at its worst.",1,bad,13
This is a wonderful company to work for with exceptional people!,5,good,11
"Oracle offers true opportunity for talented women to accelerate their careers, but they must be careful of politics.",4,good,18
"It's an amazing company in a declining industry, which has led to some tough times.",4,good,15
This company can take several years off of your life expectancy.,1,bad,11
With a few changes Irvine Company could have been a great company to work for.,2,bad,15
Terrific company for someone wanting a gratifying career in a fantastic place to live and raise a family (Idaho).,4,good,19
Grateful for my 2 years at Plaza Medical Centers (PMC),5,good,10
Great company working on some of the best projects,5,good,9
Terrible company. Please don't go by the seeded positive reviews,1,bad,10
"Poor employee incentives, pay and performance are not in line",2,bad,10
"Fast paced, interesting problems to work on, flexible timings,  very good compensation",5,good,12
No way to make complaints when things go wrong,2,bad,9
Don't go there if your mental health is more important than money,1,bad,12
"You deserve better, or make this your last resort if there’s no other choices.",2,bad,14
Enjoying what I do and working for a working for a great company makes work fun!,5,good,16
Good place To be Exposed to the high end market and a good place to learn.,5,good,16
Line up your ship jump as soon as your bond ends,1,bad,11
Good benefits but takes the life out of you,2,bad,9
"I expected great things, but I should have known better.",1,bad,10
"Making pizzas, wings, answering phones, cleaning, customer service, register, dishes",4,good,10
One of the most disorganized an unprofessional companies I have some across in my 10 year career.,1,bad,17
was able to work in 3 departments overall useful employee,4,good,10
Good company with lots of politics among senior management,2,bad,9
It was okay but needs a lot of work,2,bad,9
Please Read and Beware before and after accepting Offer,1,bad,9
Decent place for young professionals and those looking to relocate,2,bad,10
Join ADP for Growth and a great team on People with Values you love,5,good,14
"Avoid if you are driven, and hate politics. Otherwise, awesome place!",2,bad,11
Fast paced with opportunities for experimenting with new ideas,4,good,9
Quark knows how to take care of the Employees,5,good,9
General Manager - Off Airport Operations for Arizona and New Mexico,5,good,11
I've greatly enjoyed the benefits of working on campus the past three years.,5,good,13
Was once a good job but has really changed for the worst. It's hard to get motivated for work now.,1,bad,20
"Great Company, Many Opportunities, Great Pay and Benefits, Great People",5,good,10
For USA EMPLOYEES - DXC is not the best option if you are a Head of Household,2,bad,17
"It was the best of times, it was the worst of times.",5,good,12
Best place to work if you need work-life balance.,5,good,9
Fortune 500 with a start up feel (In a good way),5,good,11
Great customer service not so great long term career,2,bad,9
"20+ years experience in software development, databases, and analysis.",4,good,9
"Break and late policies are awful, but good pay and work environment for a retail job.",4,good,16
If you are  technical person this is not the place you want to be,1,bad,14
Great place to study and do your PhD research,4,good,9
"Amazing Brand, Great Memories, Finance culture has room to improve",4,good,10
Company is struggling to become profitable in a tough economic time,2,bad,11
"Company from India, that thinks it's still in India!",2,bad,9
"Worst job I’ve ever had, this company only cares about money.",1,bad,11
Fantastic culture in a company growing and changing rapidly,4,good,9
The social experiment to hire to a HR P.C. profile and not the person continues,2,bad,15
"Loved the railroad, but it wasn't a long-term fit",4,good,9
"good experience, worked with and got to know alot of students",5,good,11
Put on your happy smile and don't question anything,1,bad,9
Randstad Technologies helped me professionally by broadening my experience base and allowing me to explore.,4,good,15
Garbage company - waste of time with no promotions,1,bad,9
This employer will literally suck the life right out of you,1,bad,11
A hard place to work but an easy place to love.,4,good,11
A good company to work for and grow your career,4,good,10
Your Experience Will Be Entirely Based On The Store You Work At,4,good,12
"Trust Me, You do not want to work here",1,bad,9
"Outdated, arrogant, non-existant leadership = Mass disorganization, no growth, stress, dissatisfaction",1,bad,11
"Sogeti UK offers a real oportunity to make a real difference, and work with really lovely people.",5,good,17
A terrific business that is going from strength to strength!,5,good,10
All your nightmares will come true if you work here,1,bad,10
"Old-age Home with stone age values and B.C. work processes yet leading ""Advertising Firm""",1,bad,14
A company that is by definition continuous improvement needs to listen to its own advice,2,bad,15
My Pharmacy Team was wonderful but Corporate is clueless,2,bad,9
Working with the business center under Kristin Nance allowed me to discover my entrepreneurial spirit.,5,good,15
Its a very stable and challenging place to work.,5,good,9
"Enjoyable co-workers, decent culture; 97% gov't contracts: comm'l work gets short shrift",4,good,12
College students get to apply their learnings to real life problems,5,good,11
Looking for a place to grow and be challenged...join HP Inc,5,good,11
SwRI Division 15 is a great place to work,5,good,9
Aimee Faucett is one of the most incompetent individuals in the region,1,bad,12
Excellent company to work for an get a degree!,5,good,9
"Had its ups and downs, but overall has a poor company culture.",2,bad,12
It was a good job to have during college.,4,good,9
"They reject for no reason, don’t waste your time with this ghost company.",1,bad,13
Unrealistic Expectations -  They set you up for failure,1,bad,9
"Good place to work, middle of the road base salary but above average incentive potential",4,good,15
Salary side is full of liars eho smile to your face then stab you in the back.,1,bad,17
"Home Depot, enjoyed  working with the customers, but not some of the ""Home Depot people"".",1,bad,15
A good place to get your foot in the door in the tech industry,2,bad,14
Good environment to learn and grow as a fresher.,4,good,9
Let a person do their job and leave your biases at home.,2,bad,12
"They don't let you read the chemical bottles, despite corporate wanting you to",1,bad,13
Nothing too specific. Management does not entertain any of your concerns,1,bad,11
"You close at 9, but expect to stay till 11:30",2,bad,10
Amazing as long as you put in the time to move up the chain,5,good,14
"Good place for job, career and making a difference",4,good,9
Good place for clock-watchers who have no career goals,2,bad,9
The quality of the job depends on the franchise.,1,bad,9
"Managing and Administration of Windows & VMWare, HyperV, Cluster Servers.",4,good,10
A prestigious university full of great opportunities for students.,4,good,9
If the Ritz were a person Sarasota would be the armpit.,1,bad,11
Good job if you are okay with health care industry,4,good,10
06 yr excellent service is not enough to secure your job for 2 months bench period,2,bad,16
Not what you are told during the interview process,2,bad,9
good start to your carrier - move on whenever you can,2,bad,11
DKSH is the leading market expansion services across the region with high standard and in depth market intelligence.,4,good,18
Starbucks has been such a lovely place to work.,5,good,9
One of the best hospitable jobs I've ever had by far!!,5,good,11
"Nice place to work , only if you get a good project",4,good,12
"Good place to work, but compensation needs work. Doesn't seem to have an ability to take care of employees",1,bad,19
"Don't work here and if you're here now, leave asap",1,bad,10
Walgreens Is a GREAT company.... If you let it be.,4,good,10
The best training for a bigger and better sales job,4,good,10
good for part-time/nonserious work. not a good place for a career.,4,good,11
Grateful for Equinix opportunity - Diversity Inclusion Belonging (DIB),5,good,9
"A recent new hire, I was attracted to Twist because of its motivated, passionate staff and strong healthcare background.",5,good,19
Good place to work with plenty of room to grow,4,good,10
"Great CEO, a lot to learn there, but some cultural flaws.  Worth working for.",4,good,14
"Interesting Place to Work, but I would only work here out of desperation",1,bad,13
"Went from GREAT place to work, to dragging myself out of bed",2,bad,12
My experience has been positive but the compensation package is below market.,4,good,12
Best for financial benefits but a long way to go in terms of diversity and culture.,1,bad,16
"By trimming the fat, you lose a lot of precious meat.",2,bad,11
"Good place to start your career if you’re in Italy, considering its positioning",4,good,13
Amazing place to be an apprentice. Best finance apprenticeship in the UK!,5,good,12
"Amazing past! one of the key innovator & best product of interactive television
Nagra SVP leadership is a disaster...",2,bad,19
Great company to work for due to great people,4,good,9
Honest top-heavy company that seems to care about it's employees.,4,good,10
It's OK if you don't join the Ops teams,2,bad,9
Helping customers by getting them back on the road.,5,good,9
IBM culture is the best! Trust and personal responsibility in every relationship.,5,good,12
IT ITP is a great programme to learn and develop yourself,5,good,11
Too many unconstructive meetings for the sake of having one,2,bad,10
Good place to work with flexible schedule for school,4,good,9
Getting more corporate every day-- but nice co-workers and always interesting,4,good,11
if your a glutton for punishment and have no self esteem welcome to reservations.,2,bad,14
Great place to learn and grow can't stay forever,4,good,9
"Not worth your time and effort.  Had 10 managers, 3 VPs, and 3 Publishers in 2 1/2 years.",2,bad,18
Cracker Barrel is not a good place to work (if you value self respect),2,bad,14
i have worked at this company for 7 years.,2,bad,9
I worked Waffle House from high school to college,2,bad,9
"Closing 1/3 of stores, Nook under performing, no hours left to staff stores",2,bad,13
Glory Days Pass You By . . .. .. .,2,bad,10
It is a good job for a student and a good opportunity for customer experince,5,good,15
Not Interested in  maintaining human resources or physical assets,2,bad,9
Its all about the money you can bring them,1,bad,9
The best company on earth and by far the most security a non-Union friendly company can offer,5,good,17
"Many toxic people, loads of legacy projects, low salaries",1,bad,9
Look closely before you leap into this corporation.  Look into the newspaper reports on associates in the US.,2,bad,18
Still trying to build from the hole they put themselves in...,1,bad,11
"Good Work Environment, Challenging job but top management is its weak point",4,good,12
The Best Firm I have Ever Worked for in 16 years in the business,5,good,14
"If you work hard, avoid Walgreens at all costs.",1,bad,9
It was a very good first job at a cafe,4,good,10
"Professional, well funded, focuses on employee satisfaction and client satisfaction equally.",4,good,11
Good values of KOCH but Worst leaders at Bangalore/India,1,bad,9
"I  have total 3.7 years of experience in Search Engine Marketing, Web Analytics & Web Development.",5,good,16
Triumph Company has increased profits while taking away from workers.,2,bad,10
Great place to work keeping work and life balance,5,good,9
The Mission and Shared Values are a way of life!,5,good,10
I felt like I was Pinnochio turning into a donkey,1,bad,10
Well organized and well run company with unprecedented communication and teams,5,good,11
Hire you just to fire or lay you off,1,bad,9
A genuine work culture that has energetically embraced our new branding!!,5,good,11
"Poor human resource management, poor benefits, The benefits and all the bonuses only goes to the managers.",2,bad,17
I have loved my time at Boeing. 15 years and still enjoying it.,5,good,13
Abysmal Management structure - some nice managers and people,2,bad,9
"Used to work for a great airline, then I worked here...same uniform!",1,bad,12
Do not expect to get paid for working here,1,bad,9
You never work a day. if you love where you work!,5,good,11
any promotions felt like you had to get too close with upper management,1,bad,13
They will Suck the Life out of You!  Women Beware,1,bad,10
"Fun place to work, but occasionally a bit hectic.",4,good,9
Stable company with good benefits; hard to advance; average pay and inconsistent raise structure,4,good,14
"Very happy here, unless required to go to office several days a week",5,good,13
It was by far the most challenging and rewarding year!,5,good,10
Pimpin Ain't Easy But Somebody Got To Do It.,1,bad,9
Great place to start a career in HC consulting,5,good,9
great place to work just not always for the pay,4,good,10
"Good room for growth and opportunities if you put in the time, but a sense of work community is lacking.",4,good,20
Working for this company is exactly what you think it'll be!,4,good,11
"Great law firm to work for, but low pay",4,good,9
I have good knowledge in accounts payable in all subprocess,5,good,10
Nike Employees should be extremely vigilent on what they offer to this site.,5,good,13
"The people are great, the company is still a strong brand and very recognized which still gives it a cool factor to work",4,good,23
Good in team work and team leaders are supporting helps who are joined newly,4,good,14
I have worked part time here for almost two years.,2,bad,10
Management does not know how to manage and treat their employees. Worst company to work for.,1,bad,16
This job pushed me to be better and helped build my job confidence & showed me my true potential. Eternal grattitude!,5,good,21
A good company to work for and nice environment. Also,5,good,10
SAVING THE LIVES OF CHILDREN WHILE IMPROVING YOUR HEALTH,5,good,9
"Great benefits, ""Work Hard, Play Harder"" culture in some departments",4,good,10
"Love the job, and the industry. Hate this company.",2,bad,9
"I came for the mission, I left for the leadership",1,bad,10
ShopHQ and The U.S.S. Caine with Lieutenant Commander Philip Francis Queeg,1,bad,11
"I love my job, but I'm skeptical of career opportunity.",4,good,10
Do what you like and give it your best.,4,good,9
"Frustrating, so much potential but little strategy to execute",2,bad,9
A company that had a great future but squandered due to lack of good leadership,2,bad,15
Good Company filled with Good People but rather unexciting,4,good,9
AEC was loaded with talented motivated people who cared about the business.  A hidden gem in the 3PL and wholesale arena,4,good,21
