text,label,label_text,text_length
Decent job with a decent salary but boring,4,good,8
One of the best in market,5,good,6
Stable Job - Risk is minimal,5,good,6
Good position and learning opportunity for students,5,good,7
The Stagecoach team is  a great place to work.,5,good,9
Great place to work very friendly welcoming,5,good,7
Great teams and work life balance,5,good,6
Huge company worried for employees but not for customers,4,good,9
Lots of work but good colleagues.,5,good,6
"Good working experience with Mphasis, work/ life balance is great",4,good,10
Great company if willing to travel and flexible,4,good,8
Plenty of perks on paper but expect to give more than you are contracted,4,good,14
Great firm - excellent atmosphere for advancement and education,4,good,9
Great for retail but still retail,4,good,6
Maybe the best company over the world,5,good,7
Great company to work at with a culture of winning together and inspiring success,5,good,14
"Great job, but a little taxing",4,good,6
"Not perfect, but the best in the industry",5,good,8
Great place to work and learn,4,good,6
As good as it can get for a big box store,5,good,11
Great team with a big love to their crew,5,good,9
DM Salary for ADP Outside Sales SBS,4,good,7
Overall enjoy working for this company,4,good,6
Great company - very positive attitude,4,good,6
"Great work life balance, competitive benefits and great schedule flexibility",5,good,10
"Great company, capable of competing with MBB in multiple areas.",4,good,10
Friendly and interesting place to work,5,good,6
"Great job, great experience, great team.",4,good,6
You can have good career with Shaw but things change quick and I have seen very high quality folks walked out.,4,good,21
Good Work life balance but less pay,4,good,7
You can make it your own,5,good,6
Ran my own Wealth Management Team,5,good,6
Crazy environment but good work experience,4,good,6
An amazing organization to work with,5,good,6
"Fast growing, dynamic environment, optimistic and focused leadership",4,good,8
Great company to start your professional career,4,good,7
Great place to work so far,4,good,6
A good company with people centered,5,good,6
Amazing company to work except for management politics,4,good,8
Former Temp at UM Temp Pool,5,good,6
Onboarding remotely was hard but the support is there.  Great team.,5,good,11
Civil works and automation works in all retail outlets,5,good,9
Manager customer service and loaning officer,4,good,6
Good Benefits; low pay for non union/IT,4,good,7
Good company with good projects to work with,4,good,8
Greeeeaaaat place and environment to work!,5,good,6
"Senior Business Analyst with 8.8 years of experience in Business Analysis, QA, SDLC and cross functional project",4,good,17
A good company to associate with.,4,good,6
I have been working at perficient full time for more than two years,5,good,13
Im only leaving because I have to,5,good,7
"Lots of stuff to do, but my manager rocks",5,good,9
"Project Manager, Strategic Planning, Staff Supervisor, Development and Training",5,good,9
Could be a great place to work once they turn the ship around.,4,good,13
I would like to work there,5,good,6
"Further your education, gain leadership skills, see the world.",5,good,9
Great environment for cutting edge research,4,good,6
I liked being a cook here,5,good,6
Good place to kick-start your career,4,good,6
"Was a good company, good management, not enough opportunity for growth.",4,good,11
best every company to work with,5,good,6
"Interesting work, relaxed atmosphere, awesome colleagues",4,good,6
Its really a great company with my experience,4,good,8
Good place to live and work,5,good,6
Great place to start a career after graduation,4,good,8
Great starting point for a career!,4,good,6
Solid company with very good benefits and growth opportunities for the employee.,4,good,12
It's a great place to work,4,good,6
"Great place to learn, not a place you go to for the money",4,good,13
"Exciting, Student Facing, Fast Paced, Educational, Administratively Robust",5,good,8
Best place to work for C programmers,5,good,7
Everyone is so Kind and appreciative,5,good,6
Great place to go to University,5,good,6
The Job is What You Make of It,4,good,8
"Great experience, helpful associates and great management!",5,good,7
Good Employee Friendly company whom we can trust,5,good,8
Not bad- not so good either,4,good,6
"Great Company, A Lot of Changes",4,good,6
Good place to improve your skillset,4,good,6
Healthy environment for young to middle experienced,4,good,7
Worth it for the GI Bill.,4,good,6
Great company to learn about operating at scale,4,good,8
It was good while it lasted,4,good,6
You must seek the right opportunities,4,good,6
It is a demanding but rewarding job.,4,good,7
Great Airline and Company to Work For,4,good,7
Great company with proven brands in construction,4,good,7
Depends on who your supervisors are,4,good,6
Great experience but the company is changing,4,good,7
Good place to work and good people with lots of helping hands,4,good,12
"great work environment, good work-life balance, lots of opportunities.",4,good,9
It was good experience to work with,5,good,7
Great if you're in the right teams,5,good,7
"Great Company, If You've been there long",4,good,7
"Great place to work, but not alot of stability",5,good,9
"I felt accomplished at the end of each shift, such a great feeling.",4,good,13
Hard to find more interesting intellectually challenging and fulfilling work,5,good,10
Very Friendly and Challenging work environment,5,good,6
"Over all good company, slow HR at corp.",4,good,8
It's nice to work in Fresenius kabi,4,good,7
Great place to get experience in Supply Chain,4,good,8
It's not the worst first job,4,good,6
Amazing Leadership and Products but Workplace Amenities Need Attention,4,good,9
Its a no1 gold loan group,5,good,6
Life altering experience which has prepared me to address any and all potential issues of life,5,good,16
The atmosphere is great and the employees make the job fun.,5,good,11
"""promotion from within"" culture motivates employees",4,good,6
A good company to start your career with,4,good,8
Truly a global network with a vision for making world better living place,5,good,13
Working at C&W as Administrative Assistant,4,good,6
Overall decent job and company with great connections,5,good,8
More good than bad - greener than some others...,5,good,9
Enjoyable and worthwhile as a parttime associate,4,good,7
Great place to work with thoughtful leaders and challenging work,5,good,10
Second shift safety captain forbthe entire pkant,5,good,7
Working as a temporary for Westaff,4,good,6
"Pretty easy for a student to get an job inside, tough for outsiders",4,good,13
Better than most other retail jobs,4,good,6
Part Time Sam's Club Event Specialist,5,good,6
The best company for not ambitious person,4,good,7
Working for the best News and Information Company on this green globe,5,good,12
A very professional yet comfortable place to work!,5,good,8
Good company. HIghly matrixed environment with lots of moving parts,4,good,10
Help desk specialist - competitive call center,4,good,7
Great job while in Graduate School,5,good,6
As a new employee they have managed what other employers can't when it comes to payday.,5,good,16
Solid global bank with great traditions,5,good,6
"Great benefits, not a lot of room for advancement",4,good,9
Pretty good! But don't get stuck.,4,good,6
"Transitioning Service Member, US Navy Civil Engineer Corps Officer",5,good,9
So far so good on the grad scheme,5,good,8
Good company to work for in NCR region,4,good,8
Can be a great place to work depending on the group & leadership team,4,good,14
FedEx is a great place ti work,4,good,7
Great Place to work but there is a lot of overtime,4,good,11
Good company to be part of.,4,good,6
Inside Sales Rep / Account Manager,4,good,6
Good Place for learn and grow,5,good,6
Amazing opportunities for staying involved with the world and current events.,4,good,11
I guess it is the best place for work,5,good,9
It's all down hill from here!!,4,good,6
Would always recommend as a fantastic company,5,good,7
"Very fair employer, culture is excellent!",5,good,6
"Good company, especially for being corporate",5,good,6
Good for people who wants to retire,4,good,7
"Consistent and predictable, no control of your team",4,good,8
"Fun company to work for, but training is limited.",4,good,9
everything gonna good with this company,5,good,6
Great company with multiple learning opportunities,4,good,6
A great place to work if you are hungry for success,5,good,11
'Work in Progress' -  but all the right elements are there!,4,good,11
Good Company to start as a fresher,4,good,7
Great company that starts at high salary!,5,good,7
"The past was better than the present, just need the right leader to bring the future!",4,good,16
An easy job that was easy to get,4,good,8
Great place to develop your skills,4,good,6
100% excellent place to work for A+,5,good,7
"Good company, tough work life balance",4,good,6
"Great company, but sales feel like pyramid scheme",5,good,8
"Good company, but depends on the store",4,good,7
Easiest fast food company to work for,4,good,7
good place to work for people wit no education,5,good,9
It's very good platform to work and I had learned many things,4,good,12
"Great environment, great managers, I enjoy it.",5,good,7
"Great support from management, good training and benefit",5,good,8
Over all great place to work if in engaging position.,4,good,10
Great company with focus on customer satisfaction.,5,good,7
Java developer with 5+ years experience.,5,good,6
"Excellent benefits, but a bit old school",4,good,7
Best place to work for. good colleagues and best boss,5,good,10
Pros & Cons of this Establishment,4,good,6
Good way to get your foot in the door in project management.,4,good,12
Great company to evict your capabilities,5,good,6
Good company to start your career,4,good,6
Good to perceive career in IT services industry .,4,good,9
I am an developer in salesforce works  for marketing cloud,5,good,10
NY hospital where amazing things happen,4,good,6
A Company that Walks the Talk,5,good,6
Good starting point for a fresher,4,good,6
Decent pay and benefits - Understaffed and tough schedule,4,good,9
Not the best but definitely not the worst!,5,good,8
Good organization to begin your career with,4,good,7
Great place to start a career,4,good,6
"IBM is a good company, but the salary is very less in AT&T account",5,good,14
"Pretty Good, Would Recommend If Interested in Pharmacy",4,good,8
Aerotek was the best decision I have ever made!,5,good,9
Walmart is an easy job with high expectations.,4,good,8
More than a job and more than adventure!,5,good,8
Nice work environment and well managed system,4,good,7
Decent company with good work life balance,4,good,7
Wish there was more training on the salesforce product,4,good,9
One of the most engaging company,5,good,6
Decent job to start with when you are young,4,good,9
Lots of work but good colleagues.,5,good,6
Good Firm for people who wish to work out of their comfort zone,4,good,13
Good Part Time Min Wage Gig,5,good,6
Worth it for a part time job,4,good,7
Well Paying-Work Life balance- No learning,4,good,6
Joining the Army was the single best decision I made as a young man.,5,good,14
Driven culture that you can be yourself,4,good,7
one of the best companies to work with,4,good,8
Great place to learn new skills,5,good,6
Truly a Great Place to Work,5,good,6
Great company with work life balance,4,good,6
Great company and great to be a part of Cisco's transformation to recurring revenue model !,5,good,16
Competetive pay for fairly easy work. Varying work demand means normal layoffs year after year.,4,good,15
Strong Company and a Leader in UCASS,5,good,7
"Invigorating!   The people, the customers, the variety of experiences everyday!",5,good,10
Its a very good company for people who start their career and I learnt a lot while working in Sasken,4,good,20
Solid Employment Opportunities Knocking at Your Door,5,good,7
"Great pay, shame about the local Managment.",4,good,7
Great Company to work for - Sorry it closed its doors.,5,good,11
Conducted analysis to address any issue which led to positive outcome.,5,good,11
working as a student in a lab,4,good,7
I am proud to say that I work at Netsmart,5,good,10
"actually a great company, but has its issues",4,good,8
Best company to work for and learn,5,good,7
Great place to start bank career,4,good,6
One of the best companies in the world,5,good,8
I wish I knew about this company before!,5,good,8
A great employer that treats the employees kindly and fairly.,5,good,10
Great place to work and great benefits,5,good,7
"Good Working atmosphere, pay and work life balance",4,good,8
Great Company and Work Life balance,5,good,6
Terrific First Year with SBA in Human Resources!,5,good,8
Formerly knowns as Metro Fiber Network,4,good,6
Hard on the body but decent pay,4,good,7
"Very hard and fast, hot work. But, before you know it, your day is done.",4,good,15
"A great ""name"" company for which to work.  Resolve some administrative issues and be simply ""great.""",4,good,16
Very proud to be a GM employee,5,good,7
Very good place to start off career,5,good,7
I've never been so happy--or so frustrated,4,good,7
Cox is a great company to work for.,5,good,8
AEP is a stable company and great place to begin a career,4,good,12
A great place to have a career,5,good,7
Tempe High was a great place to teach,5,good,8
Depends on your project and project manager,4,good,7
Good for Computer science graduates from tier2 government college,4,good,9
A great company with amazing benefits and highly educated staff.,5,good,10
Great company that cares for its colleagues,5,good,7
Big name companies have nothing on APL,5,good,7
Good opportunities for those who are willing to work real hard,4,good,11
"Great Company, great people and great management",5,good,7
I couldn't ask for better people to work for.,5,good,9
Good company who takes care of its employees,5,good,8
Great spa to be a massage therapist,5,good,7
"Great environment; pay can't keep up with competitors, though",4,good,9
Genpact is a good place to grow up.,4,good,8
Great Place to work if in college,4,good,7
"FXF is an industry leader offering job security, competitive wages and benefits, and a healthy work environment.",4,good,17
Ma Bell is the company you will always respect and trust!,5,good,11
A nice company to work for both freshers and learners,5,good,10
Best company to work in hospitality industry,5,good,7
"Great people to work with, poor job security",4,good,8
"Great work environment, awesome  team members, easy to absorb in the company and its mission",5,good,15
Good Job with benefits to start out,4,good,7
"Serving those who serve others is not just a slogan, it is truly the mission. A noble and respected compay.",5,good,20
"Securitas Direct SA - Madrid, Spain",4,good,6
Learn all positions in restaurant and work efficiently,5,good,8
20 years+ of services - what else ?,5,good,8
"Nice people, the culture is a bit conservative.",5,good,8
Market leader in enterprise application software,5,good,6
"Going on 10 yrs with Anthem, they are doing something right.......",5,good,11
Better than average place to work needs improvement but will come with experience,4,good,13
Kroger the other day I was just,4,good,7
Super place to work - Homely Environment and Management is very friendly,4,good,12
Good company to learn and grow,4,good,6
Nice place for person who has a self-driven to success,4,good,10
Good place to Learn technology and experience working with different customers,4,good,11
I have been working with Epiq from last 1 year,5,good,10
One of the best companies to work for!,5,good,8
Great place to work for long term plan.,4,good,8
Great Place especially for a student,5,good,6
"Great Place, Great People, Not enough Pay",4,good,7
"Gain a lot of experience with computers, client interaction, and managing multiple tasks while taking a full courseload",4,good,18
Great place to work. If you don’t enjoy customer service,4,good,10
I was a driver it was fun and rewarding.,4,good,9
An opportunity to learn and grow in the staffing industry,4,good,10
"Challenging, a lot of compliance work",4,good,6
Fast Pace but Good for Growth,5,good,6
Great Organization to start your career with,5,good,7
Good Place To Start In Sales,4,good,6
Best Company In the United States!,5,good,6
It's like heaven on earth!  It truly is very rewarding to work in this environment?,5,good,15
Likable. I enjoyed going to work daily.,4,good,7
working hard to be employee friendly,5,good,6
Was associated with CapGemini for nearly 8 years,5,good,8
Children are the heart of the matter!,5,good,7
"If I ever left, they would have to carry me out.",5,good,11
I learned a great deal of information in such a short time that led me to becoming a very helpful expert to allcustomers,4,good,23
"Great people, business is successfully transforming to digital media",4,good,9
Potential for Greatness...but it's just ok,4,good,6
My role is to train crew,4,good,6
Pros and Cons of PayPal India,4,good,6
Overall a good place to stay for long,4,good,8
Good company for learning about regulatory,4,good,6
Merck & Co. Inc./MSD good place to be a part of,4,good,11
Was a great place to work... but it is going down hill.,4,good,12
A progressive company with decent benefits,4,good,6
"Good learning platform, bringing theories into practice",4,good,7
A Place  to Build Your Career,5,good,6
Good Company but salary scale can improve,4,good,7
"this was supposed to be a TTH situation, but it turned out to be strictly temporary.",4,good,16
good place to work for a few months,4,good,8
Best of my career so far,5,good,6
Typical EPC with ups and downs depending on oil prices.,4,good,10
"Overall, a great place to work",4,good,6
NIIT - Good Environment to work,4,good,6
"Great opportunities to learn, grow, and contribute to organization success.",4,good,10
"Overall very good, however I see that things are sliding",4,good,10
Busser Steward help kitchen running food,5,good,6
Excellent Company who cares about both customers and employees,5,good,9
Major transformation effort in the next 3 years,4,good,8
Overall decent job for when in school,4,good,7
It's okay. Easy to get promoted,4,good,6
A good start up job for any graduate,4,good,8
Amazing company and great opportunities for growth.,5,good,7
Large company benefits with smaller company feel.,4,good,7
"Great company, a culture all its own!",5,good,7
"Ten years as FTE, 17 years overall",5,good,7
Brilliant Staff and opportunity to earn based on what you put in,5,good,12
Overall great experience at a rapidly growing company,4,good,8
"Great place to be a graduate student - although, depends on your advisor",5,good,13
In charge of the vaults and helping customer's transactions,4,good,9
Great Place to work for a large company,5,good,8
I have had very rewarding career at Lockheed Martin.,4,good,9
A place where talents are awarded,5,good,6
"Interesting, relaxed, fun place to work",5,good,6
would be 5 stars if  employer handled staffing issues better,4,good,10
A great Place to work - Software of Excellence,5,good,9
Superb for new technology and employee friendly,5,good,7
Outstanding Technology company & great co-workers,5,good,6
L&T is the best company to start your career,4,good,9
had a very good experience with the company.,5,good,8
10 years of employment and counting,4,good,6
Great work culture - growth limited by skewed promotion policies,4,good,10
Great starter job for college students,5,good,6
Great organization to be a part of.,5,good,7
Robert Bosch in Farmington Hills. Application Engineer,4,good,7
"I work at Super C bought by metro, it’s the same thing except that is getho version of metro",4,good,19
A respectful and decent place to work,5,good,7
"Excellent company, great people and culture!",5,good,6
"Its a challenging and fast pace company , it has a nice vision and a really results oriented ways of working",4,good,21
Ammunition tech in the u.s army,5,good,6
Good atmosphere - Emphasizes on Marketing - Insightful Interships,5,good,9
"Perfect firm for me, though not for everyone",5,good,8
Great company to work for and best in the industry,4,good,10
Insight Global is the reason for achievement,5,good,7
gud for engineers  as a nw,5,good,6
I loved it besides when it gets really busy.,4,good,9
Abbott clinical specialist - electrophysiology division,5,good,6
A place to learn a lot of things if you have interest,4,good,12
Learned lots about sales and was challenged well.,5,good,8
Cool and best place to work,5,good,6
"Great place to learn and grow, definite work/life balance sacrifice!",4,good,10
Caring and inspiring company with great culture but limited opportunities for senior progression,4,good,13
A company to stay with for a long time,5,good,9
Molex is a great company to work for,5,good,8
PhD Student in Preventive Medicine at USC,5,good,7
"Overall positive experience, plenty of knowledgeable, ambitious people.",4,good,8
"Great place to work, good culture, good working environment",5,good,9
Great company on its transformation journey.,5,good,6
Good to stay for short term,4,good,6
Good company - Poor work life balance,4,good,7
Nice environment and nice people to work with,4,good,8
Pretty Great even if it's retail!,4,good,6
Associate - Client and Customer Service,5,good,6
"Great Campus and Facilities, good work culture",4,good,7
Review of Working in Nestle Nigeria,5,good,6
Great Company and a great Employer,4,good,6
"Great culture at work, salaries could be better",4,good,8
Pays Off In The Long Run,4,good,6
"Great organization with even better mission and people, many opportunities for travel and extra $.",4,good,15
"Great opportunity with great products, rates, leads and support",5,good,9
Had a good time in WNS,4,good,6
Get out what you put in,4,good,6
Amazing company with small red tape issues,4,good,7
"Enormous scope to influence UK banking, great opportunities for personal progression",4,good,11
A great part time gig but with poor salary compared to other canadian universities,4,good,14
Works for those looking to settle,4,good,6
Great company to work and grow in!,5,good,7
Everyone is good and very supportively,5,good,6
Gret job with a great university,5,good,6
Studio artist Worked 1 year full time,4,good,7
how to get a good job,5,good,6
Serve Your Country and make decent income,5,good,7
One of the best places to wrok,5,good,7
Good Company to work at entry level,4,good,7
good company for growth and development,4,good,6
It is a very good company to work with,5,good,9
One of the best places to work,5,good,7
"Nice culture, work hours are long though",4,good,7
Extraordinary place for starting your career as an economist,5,good,9
Great school with staff that cares,5,good,6
"Supervisor working all hours, including weekends and evenings.",5,good,8
Great company! Zero complaints! Work hard and you will be rewarded,5,good,11
"An agency who give their personal best by thanking, developing and caring for their temps.",5,good,15
Good place to work and grow,5,good,6
"Great place to work, great people to work with",5,good,9
Great place to work at !,4,good,6
Midsize company creating products that improve lives,4,good,7
Great place to work if in Azure,4,good,7
love the company and the team,5,good,6
By far the best company I have ever worked for!,5,good,10
Supervisory Principal Avionics Inspector (SPAI) for large 121 Air Carrier,5,good,10
Great place to work and product to help nursing students pass their NCLEX,5,good,13
"Honeywell, Number #6 Company to Work in México by LinkedIn",5,good,10
"Overall, a great place to work",4,good,6
Not bad for a part time job.,4,good,7
Nice environment with good pay & benefits but you earn every bit.,4,good,12
Not a bad team in Finance,4,good,6
Good company to start your career,4,good,6
Best place to work in hyderabad,4,good,6
Top 50 Companies in Canada for a reason.,4,good,8
"Great experience, too much focus on siloed expertise",4,good,8
Very Welcoming & Accepting (Work Study),5,good,6
Decent Company that you can spend many years at.,4,good,9
Fun job working on the latest technology,4,good,7
JEA is a great place for engineers,5,good,7
Good place to start your career,4,good,6
Awesome company for a comprehensive design-build education,5,good,7
Great firm to start career as accountant,4,good,7
Hard working job but good benefits and overtime opportunity.,4,good,9
"Good Company, Some Work/Life Balance Cons",4,good,6
Enfield CT best one to work at,4,good,7
It is the best job I've ever had!,5,good,8
HR Outsourcing -(Pension and Benefit ),5,good,6
Really good company to work for,5,good,6
great company if you are on the right team,5,good,9
"Strong national company, many good opportunities.",4,good,6
Perfect Start for a new employee,5,good,6
good benefits for full time employees,4,good,6
Good place to start your career,4,good,6
Its really a good company to start your career with.,4,good,10
A excellent company to work for,4,good,6
Great place to learn and develop yourself as professional,5,good,9
They stick with me through my hard times.,4,good,8
There is always something to do...,4,good,6
2 years Experience in this company,5,good,6
"Working at Wound Care Advantage has given me the tools to grow as a leader, professional and person.",5,good,18
Good place to start your career with.,4,good,7
It was good to join in this company,5,good,8
It was an honor to serve in the military through the US Navy.,4,good,13
Career with a wonderful mission of serving those who serve.,5,good,10
LTI is an international brand with a good brand value in market.,4,good,12
"Good Job, but can be tiring",4,good,6
An software engineering intern and a student,5,good,7
"Exceptional company, exceptional energy and a product garnering loyal fans...  but it's still just a grocery store.",5,good,17
"I loved it, it just got to be too much",4,good,10
it has been my foundation to future opportunities,4,good,8
Best in Long Term Care in the US,5,good,8
Great place to work very friendly welcoming,5,good,7
Stryker is an exceptional company that truly values its employees,5,good,10
"Great company, lots of bureaucracy, lots of room for movement around the company.""",4,good,13
Macy's is a great place to grow and learn.,4,good,9
"Great Benefits, Lost my role because I wasn't vaccinated, 3 weeks vacations time, I loved my manager.",4,good,17
Daifuku is a great company to work for,5,good,8
Does what it says on the tin,4,good,7
"Lockheed Martin is a good large company to work for, great benefits, good work experience",4,good,15
"good place to work, high clinical demand",4,good,7
Generally a great place to work,4,good,6
Great place for who wants learning,5,good,6
Oil and gas company transitioning to an energy company,4,good,9
Great Place to Work but impacted greatly by the downturn in the economy!,4,good,13
Amazing place to work! Best career choice possible,5,good,8
Work comes at you fast...Nationwide is on your side.,4,good,9
Good place for a first job,4,good,6
Good Part-Time Position for High School/College Kids,5,good,7
"great employer, too many titles & management layers",5,good,8
A mix of startup and corporate,4,good,6
Great place to work with really good people,4,good,8
Not bad for a job while a full time student,4,good,10
Company in transition; Great future potential,4,good,6
"Great Place to work for, very consistent work flow, very demanding, yet the networking oppourtunities are OUTSTANDING!",4,good,17
Good place to work every day,4,good,6
Good work and people - difficult HR,4,good,7
Great place to work if you are lucky,4,good,8
Sometimes the easy button can be broken,4,good,7
Great environment to work & learn new things,5,good,8
Best if you just want a steady job,4,good,8
"Great place to work... but ""some"" of the management needs imporovement",4,good,11
It has been a one of a kind experience.,5,good,9
Good place to work and grow,5,good,6
"Military Police Correctional Officer, Served in the United States Disciplinary Barracks at Fort Leavenworth Kansas.",5,good,15
A Semi-Volatile Company in a Very Volatile Industry,4,good,8
My time at ADP was a good experience,4,good,8
One of the better FMCG companies to work for,5,good,9
Hard job but worth it in the long run,4,good,9
I have been working at Google full-time,5,good,7
A great place to work !,4,good,6
Its a good place to learn and grow. It depends if you want to grow or not,4,good,17
Good workers make it worth while,4,good,6
I feel very lucky to work for Kaiser Permanente.,5,good,9
Hyatt is a great place to work,5,good,7
An exciting future ahead - Company with 40 years of innovation experience!,4,good,12
Very good company to work for,4,good,6
Very good company to work for,4,good,6
Sales Executive - Great place to sell!,5,good,7
Great pay and team to work with,5,good,7
Overall a great company to work for. Highly recommended,5,good,9
"Great corporate culture, good work-life balance and a highly international environment",4,good,11
Teaching Fellow after graduation for gap year prior to dental school,4,good,11
Excellent place to work and good atmosphere,5,good,7
Depth of company businesses and products. Takes ages to learn and serves almost every other industry.,4,good,16
COORDINADOR DE EVENTOS PARA AMERICA LATINA,5,good,6
"My experience at Lowe's was great, I learned a lot.",4,good,10
I am very happy to part of Genpact,5,good,8
It’s like a second family. I really enjoy working for Partners and especially the kiddos!,5,good,15
HP Inc is a company that TRULY cares about its employees,5,good,11
Lots of work but good colleagues.,5,good,6
"LinkedIn had great WLB, but it is getting progressively worse",4,good,10
Great place to learn n earn,4,good,6
"Perfect job for those who need to make some extra money on the side, there's always work",4,good,17
BEST Work At Home Job EVER,5,good,6
Great team and plenty of ownership,5,good,6
Great Pharma Company to work for,5,good,6
Good company with potential for upward mobility.,4,good,7
"Stressful company, high workload, pay varies a lot",4,good,8
Eastman Chemical was one of the best places I've ever worked.,5,good,11
The best environment that you will ever had,5,good,8
Great place to work if you don't mind drinking the corporate tea,4,good,12
Good Intentions but throttled by cost savings,4,good,7
Great people and a great experience,4,good,6
I have been working at eConsultants full-time (Less than a year),5,good,11
Watch out for yourself and adhere to the Big Three Values and you can do well.,4,good,16
A LOT of work in a great environment,4,good,8
Avoiding Housing at Wayne State University,5,good,6
Great Experience and the best place to be,5,good,8
Good work life balance but no career path.,4,good,8
Wide open learning opportunity with great benefits,4,good,7
Great place to learn the ropes.,4,good,6
Great company to work for with lots of room for advancement. Solid financial Corp with great benefits.,5,good,17
"Great company, who takes care of you and offers opportunities for growth",5,good,12
"Good place to weather it out, but not for everyone.",4,good,10
It is what you make it,5,good,6
From a family to a number,4,good,6
My Review for Cloud Engineer Position,4,good,6
Easy to work as a student,4,good,6
Grew up as a nurse at Inter Community Hospital and grateful for the opportunity!,5,good,14
Target Canada was a great place to work,4,good,8
"Amazing Company, Culture and Work Environment",5,good,6
Great place to work as a student,4,good,7
Good Place to Work in 2022,4,good,6
Probably the best (or least bad?) major big-box retailer to work for,4,good,12
Great company with an amazing future,5,good,6
Good company and brand but not long term,4,good,8
CIO Internal Assessment & Audit Support,5,good,6
"It's the Navy, you shouldn't be surprised by what you get.",4,good,11
I drive IMS by applying strategy in market place & develop the market.,5,good,13
Great education in your chosen profession,4,good,6
You are being paid for your learning experience.,4,good,8
It was a nice simple  job,4,good,6
Treated employees much better than competators,4,good,6
Innovative and fast-paced pharmaceutical company -great place to grow your career.,5,good,11
Good job for first job experience.,4,good,6
A place you can be yourself!,5,good,6
I enjoyed serving my country as an enlisted Airman in the United States Air Force.,5,good,15
Good company to work. Smart People. Good work environment. Lots of self service tools.,4,good,14
Customer and Employee satisfaction oriented. Higher job security.,5,good,8
Competitive pay but very short staffed,4,good,6
"Extremely hard working staff, and great costumer service",5,good,8
Great Company to build a career and yourself,5,good,8
Not Good for fresher but Good for Experience people,4,good,9
Great company to work with and lots of fun experiences,4,good,10
Good Company with better employee benefits,4,good,6
review the company history and what not,4,good,7
10 months joining in Schneider Electric,4,good,6
Good place to learn and grow,4,good,6
"Its been a whirlwind of learning, growing and being awesome.",5,good,10
One of the best that I ever had  I meet  new people everyday,5,good,13
Good to work if you are type A and driven personality,4,good,11
"Working at Mckinsey is cool , good working environment.",5,good,9
Good environment and if you’re Learner easily to achieve your goal,4,good,11
"Solid company, but showing its age culturally",4,good,7
Target: A company that strives to become the Best Company Ever.,5,good,11
"Caterpillar has great people, need more flexible management",4,good,8
PwC - The Greatest Employees in the World,4,good,8
Company Culture Based on Office Location,4,good,6
Was an excellent company before acquisition by Kyocera,5,good,8
Good working conditions & clever engineers. Work recognition (by management) could be better,4,good,13
No 1 Private University in Bangladesh,5,good,6
NuVet A great place to work!,5,good,6
Best job I've yet to have,5,good,6
PartTime Student Work at Texas A&M,4,good,6
"Easygoing work environment, not a lot of chance to move up or make commission",4,good,14
I finally feel a sense of job security in the long-term,5,good,11
Development Engineer working in a Global Automaker,4,good,7
"Best Culture, Amazing Perks,  Focus on Belonging",5,good,7
